"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/taxa/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/taxa/list.csv?datainfo&rowcount&base_name=Mammalia&show=full&order=hierarchy"
"Access Time","Fri 2026-08-28 21:59:00 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mammalia"
"","show","full"
"","order","hierarchy"
"Elapsed Time","0.945"
"Records Found","34129"
"Records Returned","34129"
"Records:"
"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","taxon_attr","common_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","parent_name","ref_author","ref_pubyr","reference_no","is_extant","n_occs","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","taxon_size","extant_size","phylum","class","order","family","genus","type_taxon","taxon_environment","environment_basis","motility","motility_basis","life_habit","life_habit_basis","vision","diet","diet_basis","reproduction","reproduction_basis","ontogeny","ontogeny_basis","ecospace_comments","composition","architecture","thickness","reinforcement","taphonomy_basis"
"213201","213201","txn","","","Afriquiamus nessovi","Sigogneau-Russell 1999","","","213201","species","Afriquiamus nessovi","213200","Afriquiamus","Sigogneau-Russell","1999","39266","extinct","1","145.06","141","145.06","141","Tithonian","Berriasian","1","0","Chordata","Mammalia","Peramura","Peramuridae","Afriquiamus","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"213207","213207","txn","","","Abelodon","Brunet 1990","","","213207","genus","Abelodon","155048","Zatheria","Kielan-Jaworowska et al.","2004","14365","extinct","0","","","","","","","2","0","Chordata","Mammalia","","","Abelodon","Abelodon abeli","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"213208","213208","txn","","","Abelodon abeli","Brunet 1990","","","213208","species","Abelodon abeli","213207","Abelodon","Kielan-Jaworowska et al.","2004","14365","extinct","0","","","","","","","1","0","Chordata","Mammalia","","","Abelodon","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"166914","166914","txn","","","Prototheria","(Gill 1872)","","","166914","unranked clade","Prototheria","155048","Zatheria","Carroll","1988","4783","extinct","1","168.2","165.3","168.2","165.3","Bathonian","","4","0","Chordata","Mammalia","","","","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"320117","320117","txn","","","Prototribosphenida","Wible 1995","","","320117","order","Prototribosphenida","166914","Prototheria","Averianov and Lopatin","2011","55235","extinct","1","168.2","165.3","168.2","165.3","Bathonian","","3","0","Chordata","Mammalia","Prototribosphenida","","","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"204162","204162","txn","","","Amphitheria","Kermack et al. 1968","","","204162","suborder","Amphitheria","320117","Prototribosphenida","Dashzeveg","1994","38330","extinct","1","168.2","165.3","168.2","165.3","Bathonian","","2","0","Chordata","Mammalia","Prototribosphenida","","","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"204168","204168","txn","","","Arguimuridae","Dashzeveg 1994","","","204168","family","Arguimuridae","204162","Amphitheria","Dashzeveg","1994","38330","extinct","0","","","","","","","1","0","Chordata","Mammalia","Prototribosphenida","Arguimuridae","","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"204161","204161","txn","","","Arguitheriidae","Dashzeveg 1994","","subjective synonym of","204168","family","Arguimuridae","204162","Amphitheria","Dashzeveg","1994","38330","extinct","0","","","","","","","1","0","Chordata","Mammalia","Prototribosphenida","Arguimuridae","","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"97116","363077","txn","","","Tribosphenida","(McKenna 1975)","","","97116","subclass","Tribosphenida","155048","Zatheria","McKenna","1975","10470","extant","124216","239.48","237","0.0117","0","Ladinian","Holocene","25674","4990","Chordata","Mammalia","","","","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"346646","346646","txn","","","Culicolestes","Cifelli et al. 2016","","","346646","genus","Culicolestes","97116","Tribosphenida","Cifelli et al.","2016","60386","extinct","6","100.5","93.9","100.5","93.9","Cenomanian","","2","0","Chordata","Mammalia","","","Culicolestes","Culicolestes kielanae","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"346647","346647","txn","","","Culicolestes kielanae","Cifelli et al. 2016","","","346647","species","Culicolestes kielanae","346646","Culicolestes","Cifelli et al.","2016","60386","extinct","6","100.5","93.9","100.5","93.9","Cenomanian","","1","0","Chordata","Mammalia","","","Culicolestes","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"100595","100595","txn","","","Ausktribosphenidae","Rich et al. 1997","","","100595","family","Ausktribosphenidae","97116","Tribosphenida","Rich et al.","1997","25215","extinct","2","125.77","121.4","125.77","121.4","Barremian","","5","0","Chordata","Mammalia","","Ausktribosphenidae","","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"89615","89615","txn","","","Ausktribosphenos","Rich et al. 1997","","","89615","genus","Ausktribosphenos","100595","Ausktribosphenidae","Rich et al.","1997","25215","extinct","1","125.77","121.4","125.77","121.4","Barremian","","2","0","Chordata","Mammalia","","Ausktribosphenidae","Ausktribosphenos","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"106453","106453","txn","","","Ausktribosphenos nyktos","Rich et al. 1997","","","106453","species","Ausktribosphenos nyktos","89615","Ausktribosphenos","Rich et al.","1997","25215","extinct","1","125.77","121.4","125.77","121.4","Barremian","","1","0","Chordata","Mammalia","","Ausktribosphenidae","Ausktribosphenos","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"500567","500567","txn","","","Kryoparvus","Rich et al. 2020","","","500567","genus","Kryoparvus","100595","Ausktribosphenidae","Rich et al.","2020","89824","extinct","1","125.77","121.4","125.77","121.4","Barremian","","2","0","Chordata","Mammalia","","Ausktribosphenidae","Kryoparvus","Kryoparvus gerriti","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"500568","500568","txn","","","Kryoparvus gerriti","Rich et al. 2020","","","500568","species","Kryoparvus gerriti","500567","Kryoparvus","Rich et al.","2020","89824","extinct","1","125.77","121.4","125.77","121.4","Barremian","","1","0","Chordata","Mammalia","","Ausktribosphenidae","Kryoparvus","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"371001","371001","txn","","","Brasilestes","Castro et al. 2018","","","371001","genus","Brasilestes","97116","Tribosphenida","Castro et al.","2018","65768","extinct","1","83.6","66","83.6","66","Campanian","Maastrichtian","2","0","Chordata","Mammalia","","","Brasilestes","Brasilestes stardusti","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"371002","371002","txn","","","Brasilestes stardusti","Castro et al. 2018","","","371002","species","Brasilestes stardusti","371001","Brasilestes","Castro et al.","2018","65768","extinct","1","83.6","66","83.6","66","Campanian","Maastrichtian","1","0","Chordata","Mammalia","","","Brasilestes","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"39910","39910","txn","","","Idiogenomys","Ostrander 1983","","","39910","genus","Idiogenomys","97116","Tribosphenida","Ostrander","1983","2713","extinct","1","37","33.9","37","33.9","Priabonian","","2","0","Chordata","Mammalia","","","Idiogenomys","Idiogenomys ozziei","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"47351","47351","txn","","","Idiogenomys ozziei","Ostrander 1983","","","47351","species","Idiogenomys ozziei","39910","Idiogenomys","Ostrander","1983","2713","extinct","1","37","33.9","37","33.9","Priabonian","","1","0","Chordata","Mammalia","","","Idiogenomys","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"89614","89614","txn","","","Ambondro","Flynn et al. 1999","","","89614","genus","Ambondro","97116","Tribosphenida","Flynn et al.","1999","31041","extinct","1","168.2","165.3","168.2","165.3","Bathonian","","2","0","Chordata","Mammalia","","","Ambondro","Ambondro mahabo","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"156674","156674","txn","","","Ambondro mahabo","Flynn et al. 1999","","","156674","species","Ambondro mahabo","89614","Ambondro","Flynn et al.","1999","31041","extinct","1","168.2","165.3","168.2","165.3","Bathonian","","1","0","Chordata","Mammalia","","","Ambondro","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"39935","39935","txn","","","Potamotelses","Fox 1972","","","39935","genus","Potamotelses","97116","Tribosphenida","Alroy","2002","6294","extinct","1","85.7","83.6","85.7","83.6","Santonian","","2","0","Chordata","Mammalia","","","Potamotelses","Potamotelses aquilensis","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Potamotelses","","","","","","hydroxyapatite","","","","Vertebrata"
"50649","50649","txn","","","Potamotelses aquilensis","Fox 1972","","","50649","species","Potamotelses aquilensis","39935","Potamotelses","Alroy","2002","6294","extinct","1","85.7","83.6","85.7","83.6","Santonian","","1","0","Chordata","Mammalia","","","Potamotelses","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Potamotelses","","","","","","hydroxyapatite","","","","Vertebrata"
"67561","183661","txn","","","Boreosphenida","(Luo et al. 2001)","","objective synonym of","97116","subclass","Tribosphenida","155048","Zatheria","Luo et al.","2001","14381","extant","124216","239.48","237","0.0117","0","Ladinian","Holocene","25674","4990","Chordata","Mammalia","","","","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"204153","204153","txn","","","Hypomylos","Sigogneau-Russell 1992","","","204153","genus","Hypomylos","97116","Tribosphenida","Sigogneau-Russell","1992","38328","extinct","5","145.06","141","145.06","141","Tithonian","Berriasian","4","0","Chordata","Mammalia","","","Hypomylos","Hypomylos phelizoni","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"213214","213214","txn","","","Hypomylos pomylos","Sigogneau-Russell 1995","","","213214","species","Hypomylos pomylos","204153","Hypomylos","Kielan-Jaworowska et al.","2004","14365","extinct","0","","","","","","","1","0","Chordata","Mammalia","","","Hypomylos","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"204155","204155","txn","","","Hypomylos phelizoni","Sigogneau-Russell 1992","","","204155","species","Hypomylos phelizoni","204153","Hypomylos","Sigogneau-Russell","1992","38328","extinct","2","145.06","141","145.06","141","Tithonian","Berriasian","1","0","Chordata","Mammalia","","","Hypomylos","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"213213","213213","txn","","","Hypomylos micros","Sigogneau-Russell 1995","","","213213","species","Hypomylos micros","204153","Hypomylos","Sigogneau-Russell","1995","39267","extinct","2","145.06","141","145.06","141","Tithonian","Berriasian","1","0","Chordata","Mammalia","","","Hypomylos","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"39934","39934","txn","","","Potamotelsidae","Nessov 1987","","invalid subgroup of","97116","subclass","Tribosphenida","97116","Tribosphenida","McKenna and Bell","1997","7584","extinct","0","","","","","","","0","0","Chordata","Mammalia","","Potamotelsidae","","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"39917","39917","txn","","","Aegialodon","Kermack et al. 1965","","","39917","genus","Aegialodon","97116","Tribosphenida","Kermack et al.","1965","18679","extinct","2","137.05","132.6","137.05","132.6","Valanginian","","2","0","Chordata","Mammalia","","","Aegialodon","Aegialodon dawsoni","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Aegialodon","","","","","","hydroxyapatite","","","","Vertebrata"
"175106","175106","txn","","","Aegialodon dawsoni","Kermack et al. 1965","","","175106","species","Aegialodon dawsoni","39917","Aegialodon","Kermack et al.","1965","18679","extinct","2","137.05","132.6","137.05","132.6","Valanginian","","1","0","Chordata","Mammalia","","","Aegialodon","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Aegialodon","","","","","","hydroxyapatite","","","","Vertebrata"
"39915","39915","txn","","","Zygiocuspis","Cifelli 1990","","","39915","genus","Zygiocuspis","97116","Tribosphenida","Cifelli","1990","1209","extinct","1","83.6","72.2","83.6","72.2","Campanian","","2","0","Chordata","Mammalia","","","Zygiocuspis","Zygiocuspis goldingi","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"52754","52754","txn","","","Zygiocuspis goldingi","Cifelli 1990","","","52754","species","Zygiocuspis goldingi","39915","Zygiocuspis","Cifelli","1990","1209","extinct","1","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Mammalia","","","Zygiocuspis","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"39931","39931","txn","","","Picopsidae","Fox 1980","","","39931","family","Picopsidae","97116","Tribosphenida","McKenna and Bell","1997","7584","extinct","9","85.7","83.6","83.6","72.2","Santonian","Campanian","5","0","Chordata","Mammalia","","Picopsidae","","Picopsis","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"39909","39909","txn","","","Falepetrus","Clemens and Lillegraven 1986","","","39909","genus","Falepetrus","39931","Picopsidae","Clemens and Lillegraven","1986","1246","extinct","2","83.6","72.2","83.6","72.2","Campanian","","2","0","Chordata","Mammalia","","Picopsidae","Falepetrus","Falepetrus barwini","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"46505","46505","txn","","","Falepetrus barwini","Clemens and Lillegraven 1986","","","46505","species","Falepetrus barwini","39909","Falepetrus","Clemens and Lillegraven","1986","1246","extinct","2","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Mammalia","","Picopsidae","Falepetrus","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"39933","39933","txn","","","Picopsis","Fox 1980","","","39933","genus","Picopsis","39931","Picopsidae","Fox","1980","1521","extinct","7","85.7","83.6","83.6","72.2","Santonian","Campanian","2","0","Chordata","Mammalia","","Picopsidae","Picopsis","Picopsis pattersoni","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"50354","50354","txn","","","Picopsis pattersoni","Fox 1980","","","50354","species","Picopsis pattersoni","39933","Picopsis","Fox","1980","1521","extinct","1","85.7","83.6","85.7","83.6","Santonian","","1","0","Chordata","Mammalia","","Picopsidae","Picopsis","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"213198","213198","txn","","","Tribotherium","Sigogneau-Russell 1991","","","213198","genus","Tribotherium","97116","Tribosphenida","Sigogneau-Russell","1991","39255","extinct","3","145.06","141","145.06","141","Tithonian","Berriasian","2","0","Chordata","Mammalia","","","Tribotherium","Tribotherium africanum","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"213199","213199","txn","","","Tribotherium africanum","Sigogneau-Russell 1991","","","213199","species","Tribotherium africanum","213198","Tribotherium","Sigogneau-Russell","1991","39255","extinct","3","145.06","141","145.06","141","Tithonian","Berriasian","1","0","Chordata","Mammalia","","","Tribotherium","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"39912","39912","txn","","","Paleomolops","Cifelli 1994","","","39912","genus","Paleomolops","97116","Tribosphenida","Cifelli","1994","1211","extinct","1","83.6","72.2","83.6","72.2","Campanian","","2","0","Chordata","Mammalia","","","Paleomolops","Paleomolops langstoni","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"49720","49720","txn","","","Paleomolops langstoni","Cifelli 1994","","","49720","species","Paleomolops langstoni","39912","Paleomolops","Cifelli","1994","1211","extinct","1","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Mammalia","","","Paleomolops","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Mammaliaformes","","insectivore","Mammaliaformes","","","","","","hydroxyapatite","","","","Vertebrata"
"39860","39860","txn","","","Theria","(Parker and Haswell 1897)","","","39860","subclass","Theria","97116","Tribosphenida","Parker and Haswell","1897","32549","extant","124159","239.48","237","0.0117","0","Ladinian","Holocene","25624","4989","Chordata","Mammalia","","","","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Theria","","insectivore","Theria","viviparous","Theria","","","both Eomaia and Sinodelphys are scansorial and insectivorous, as is the stem-group taxon Jeholodens, so these characteristics optimize as being primitive for Theria (Luo et al. 2003)","hydroxyapatite","","","","Vertebrata"
"66685","66685","txn","","","Paratheria","(Thomas 1887)","","","66685","infraclass","Paratheria","39860","Theria","Bonaparte","1986","13928","","1","83.6","66","83.6","66","Campanian","Maastrichtian","1","0","Chordata","Mammalia","","","","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Theria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"183662","39936","txn","","","Metatheria","(Huxley 1880)","metatherian","","183662","subclass","Metatheria","39860","Theria","Huxley","1880","32625","extant","4857","121.4","110.1","0.0117","0","Aptian","Holocene","1825","469","Chordata","Mammalia","","","","","terrestrial","Mammalia","actively mobile","Osteichthyes","scansorial","Theria","","omnivore","Metatheria","viviparous","Theria","","","all ""Late Cretaceous marsupials"" from North America except Didelphodon and Glasbius had ""omnivorous diets"" like that of Marmosa; this includes several stem group members of Metatheria","hydroxyapatite","","","","Vertebrata"
